epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.9175060167079222,0.8906430702834067,0.9070862113072395,0.59230125,20
39,0.9179627259029903,0.9112114003663427,0.9314402660526987,0.61927485,20
59,0.9013000091311618,0.8689666994698433,0.8985034535686875,0.60282123,20
79,0.9219157920211428,0.9019849033575001,0.9230365822460987,0.62759376,20
99,0.9342124926141304,0.9185768653564663,0.9438986953184957,0.6404882,20
