epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.6290986892665488,0.47005950952725756,0.6503267592484537,0.35692897,20
39,0.6824957683989383,0.5816607917542036,0.6975843155560744,0.37900656,20
59,0.7144893521677594,0.6445823431356537,0.7259773602520714,0.4175996,20
79,0.7222648162935142,0.6387436916403821,0.7065468549422336,0.41582936,20
99,0.7398788620990661,0.6676440404824452,0.7301202007235384,0.44383413,20
