epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.7740201055019689,0.8594619245253178,0.9663304969009351,0.72326076,20
39,0.7612634382811146,0.8356761639092204,0.9602636831599959,0.67205226,20
59,0.7428270191008599,0.8152989407936693,0.9547221346780124,0.6697583,20
79,0.780788580088474,0.8559738453962545,0.9645866162412018,0.6821699,20
99,0.710874288050987,0.7743442385850294,0.9436285324088665,0.6661045,20
