epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.620777627829409,0.4226222105052678,0.659878165312948,0.2039229,20
39,0.4706271584963425,0.2970711780660617,0.5288939321548016,0.17415345,20
59,0.5025920973997606,0.3029515963322959,0.5671524128045868,0.21041405,20
79,0.5438367028616987,0.3186791104638894,0.5967510750119446,0.26202983,20
99,0.5737209329380193,0.3293616107675044,0.6122193024366938,0.27912787,20
