epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.9394545578736878,0.9003519504704711,0.7718974018978162,0.8257239073514938,20
39,0.9637449924218554,0.9426376332397559,0.9391217420130115,0.7921509176492691,20
59,0.9596500050311574,0.9341411218991162,0.9267061699747232,0.7905016839504242,20
79,0.959078829651764,0.9357655367739375,0.9142429453445488,0.7797388702630996,20
99,0.9575459372496175,0.9335360953691696,0.9288018480918243,0.7698746353387833,20
