epoch,nmi,ari,acc,sil,iteration
19,0.5948119454781837,0.40892198316488704,0.6476835103279263,0.31264627,1
39,0.7104323944533321,0.6625109042471502,0.7544637647333411,0.3776872,1
59,0.7468188665257838,0.7168883031115235,0.7762866145407865,0.43303332,1
79,0.7102205269596051,0.5596708221231778,0.6462831135488388,0.40022352,1
99,0.7619873228238974,0.7244231712247539,0.7623993464815031,0.50204456,1
19,0.6071178364771261,0.4265079694556267,0.6598202824133504,0.35226795,2
39,0.6607855510927764,0.5104564392508796,0.7059166763916443,0.39759868,2
59,0.6891152548730791,0.605254623165784,0.7352083090208893,0.434152,2
79,0.7043477133317516,0.6011320057287166,0.6684560625510562,0.36711714,2
99,0.7260664965874238,0.6725223875743886,0.7511961722488039,0.44489035,2
19,0.6696411189996772,0.5844598039691077,0.7399929980161045,0.36624348,3
39,0.673515774980076,0.5513457650709084,0.6744077488621776,0.38856757,3
59,0.6914479569117281,0.5959809169364507,0.6915626094059983,0.3992475,3
79,0.7483637811171331,0.7219542883890503,0.7719687244719338,0.49493742,3
99,0.7552328079432191,0.7183172557155159,0.7601820515812814,0.5065879,3
19,0.5965427264991974,0.36176442462522856,0.5295833819582215,0.33026257,4
39,0.6239821306472814,0.423419863552725,0.5878165480219395,0.3460831,4
59,0.7250025662331705,0.6891294262271737,0.7588983545337846,0.41912475,4
79,0.7372086798538351,0.702069405549802,0.7441941883533668,0.43093717,4
99,0.7193208019471812,0.6292178993756786,0.713618858676625,0.39628902,4
19,0.6163855831664721,0.4563994130783996,0.6630878748978878,0.3334973,5
39,0.669308779123746,0.5638272731536275,0.7208542420352433,0.38146684,5
59,0.6959817835166622,0.6243261575669456,0.7438440891585949,0.41013998,5
79,0.6772760787119003,0.5523010974064002,0.6684560625510562,0.35692573,5
99,0.7378870116355774,0.6974262201014918,0.7788540086357801,0.4574686,5
19,0.619101852323507,0.44728736533807484,0.6854942233632862,0.3378828,6
39,0.7200363876869191,0.6860676743741151,0.7263391294200023,0.3765396,6
59,0.7386739885357981,0.7099114673697945,0.7607655502392344,0.42377058,6
79,0.7415050893174568,0.7125899681413651,0.7549305636597036,0.44552752,6
99,0.7310087808305994,0.6392380783890207,0.7015987863227915,0.40959185,6
19,0.6041061670313997,0.4275270423581142,0.5759131753996966,0.30153912,7
39,0.6948997381651087,0.6091236036998616,0.7299568210993115,0.40073076,7
59,0.7172059950883628,0.6719717657169749,0.7576146574862878,0.41253412,7
79,0.7217110587148652,0.6182573604400948,0.6889952153110048,0.3757868,7
99,0.7704652463508689,0.7381299193526594,0.7888901855525732,0.5172376,7
19,0.6906688090196079,0.6366317805073864,0.7290232232465865,0.3433412,8
39,0.7242376670651927,0.678033044500603,0.766717236550356,0.43619093,8
59,0.7037286415398378,0.587422909041198,0.6637880732874314,0.39671612,8
79,0.6998961860082081,0.5926277239873985,0.6948302018905357,0.39276633,8
99,0.7361878963625831,0.6576846891454202,0.7472283813747228,0.43250072,8
19,0.5844451704954607,0.3687938295437305,0.5879332477535302,0.32223174,9
39,0.6979941810927315,0.6344853969667839,0.7384759015054265,0.3580062,9
59,0.7270759578798897,0.6789486590414644,0.7541136655385693,0.43119842,9
79,0.7308209292027636,0.6298544202904488,0.6683393628194655,0.3779594,9
99,0.73514444992793,0.6468884903489535,0.6945968024273544,0.43464765,9
19,0.650106548832051,0.5286689204386995,0.6997315906173416,0.33552912,10
39,0.6965222362997345,0.628956842576624,0.7427937915742794,0.37289894,10
59,0.7228411206229287,0.6663938895322098,0.7574979577546972,0.43737206,10
79,0.7247318322077991,0.682848385099536,0.7233049363986462,0.4215449,10
99,0.7378966678202766,0.6472398023054458,0.7254055315672774,0.43006572,10
19,0.6257080050481251,0.433038026788604,0.5905006418485238,0.3252562,11
39,0.6543230926981226,0.5310259652271512,0.6500175049597386,0.33583295,11
59,0.6741427062176869,0.5570955995462591,0.6515346014704166,0.3535807,11
79,0.700005067538496,0.59577542752916,0.6644882716769751,0.35790044,11
99,0.7362195746880293,0.6463031902866351,0.6958804994748512,0.3879082,11
19,0.661439629759249,0.570291688173523,0.7201540436456996,0.35269016,12
39,0.6806131506660532,0.5776729146162728,0.6655385692612907,0.38466087,12
59,0.6871644421920612,0.5774009945795433,0.6583031859026724,0.38435867,12
79,0.7296210955006366,0.6839999324431872,0.7697514295717119,0.46533865,12
99,0.7176641032979164,0.6309819802729847,0.7024156844439258,0.42616788,12
19,0.6235578457302988,0.3637920098042273,0.4710001166997316,0.725298,13
39,0.687581110739629,0.5867562286582925,0.6599369821449411,0.3488461,13
59,0.7560498048282736,0.728791768845741,0.7908740809896138,0.48981708,13
79,0.729402312093578,0.6341301089996807,0.7004317890068853,0.42788106,13
99,0.7357544036157927,0.6418884435005804,0.7158361535768468,0.40827936,13
19,0.6567683927783441,0.5393187304592173,0.7293733224413583,0.31363437,14
39,0.7280401757053184,0.6751691395590961,0.7623993464815031,0.3993207,14
59,0.734863004408097,0.6941881277946488,0.7517796709067569,0.42658675,14
79,0.7058498897729553,0.5255582254386536,0.5899171431905706,0.39849928,14
99,0.7617841380014547,0.7316440115668325,0.7647333411133155,0.507244,14
19,0.5809895124180858,0.37303506273691783,0.5956354300385109,0.35550448,15
39,0.6506481376919835,0.5208975197209815,0.6992647916909791,0.33719587,15
59,0.6897111296355544,0.5878506184851244,0.6880616174582799,0.37711364,15
79,0.7162461759614454,0.6236490659654554,0.6884117166530517,0.38460052,15
99,0.7657232030650154,0.7330309396974573,0.7804878048780488,0.48104605,15
19,0.6521777620263881,0.542089884759325,0.7167697514295717,0.35018522,16
39,0.645532498199081,0.4773619112404028,0.5826817598319524,0.36673528,16
59,0.7054676044668693,0.6107872349823638,0.675224646983312,0.4140028,16
79,0.7165329526534886,0.6196711772755847,0.6993814914225698,0.39842984,16
99,0.7284915303427001,0.6329819051478692,0.7043995798809662,0.4397619,16
19,0.6921049776008616,0.6211796288327391,0.7670673357451278,0.37111413,17
39,0.7340380252458886,0.6948226513170126,0.7751196172248804,0.46636945,17
59,0.7249362018805903,0.6249686525344347,0.6992647916909791,0.4214325,17
79,0.734938766227867,0.6764607009941142,0.7430271910374606,0.48024413,17
99,0.7408939268301307,0.6612530442666464,0.7040494806861944,0.438526,17
19,0.6713213860741357,0.549788772305548,0.7277395261990898,0.35307142,18
39,0.6521945066114017,0.49415267399642715,0.6150075854825534,0.3425332,18
59,0.7276188022262853,0.6899078282863514,0.7677675341346715,0.44618157,18
79,0.7464455495396962,0.7099734417929409,0.7669506360135372,0.4358462,18
99,0.7267473513292995,0.6222913339305071,0.6818765316839771,0.41761044,18
19,0.605376766361226,0.415433993986113,0.5705449877465282,0.31589547,19
39,0.665806600992543,0.5423781123358696,0.6630878748978878,0.3523122,19
59,0.7218422573814671,0.6229856229529678,0.6815264324892053,0.419166,19
79,0.7446721561493153,0.6469964121017853,0.7109347648500408,0.43760273,19
99,0.749294094680957,0.6569054709251175,0.7247053331777337,0.43390653,19
19,0.5796017492115766,0.3462598602196817,0.5994865211810013,0.3404883,20
39,0.6794232288218488,0.5847519110192874,0.7308904189520364,0.41055474,20
59,0.7100989583910595,0.6514422969961192,0.7556307620492473,0.422462,20
79,0.7255004850074906,0.6853538631110895,0.7678842338662621,0.46651816,20
99,0.7238074339004675,0.6245125765209474,0.7040494806861944,0.40490696,20
