epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.7721181545332435,0.7090577676807146,0.7579064068152643,0.49396053,20
39,0.7789033835597661,0.742571699031221,0.7995682109931146,0.55053073,20
59,0.7909614531077545,0.7620248127551148,0.8087699848290351,0.5779895,20
79,0.7860813089434262,0.7405309806143755,0.789590383942117,0.5291056,20
99,0.7914065980176104,0.7568418503050326,0.7979869296300619,0.53923815,20
