epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.6735824260779726,0.7481567486449562,0.9382918373778759,0.6748543,20
39,0.47608547347476604,0.5108446438320396,0.8728175228490388,0.67113817,20
59,0.5930205277082015,0.6578116904619162,0.9152431978148965,0.6923808,20
79,0.5819503547729874,0.6427395461536332,0.9119813005567814,0.7173195,20
99,0.6813567478092841,0.7618644895657802,0.9413068599642822,0.71950114,20
