epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.8475097027896276,0.8199698928299727,0.8507473035439139,0.63611096,20
39,0.829902943238886,0.7673202881471796,0.824360554699538,0.64258075,20
59,0.8335717926642523,0.78039426776789,0.8285439137134054,0.64683664,20
79,0.835013641974095,0.7921832472793124,0.8329738058551618,0.643742,20
99,0.8424627596448137,0.808135673804894,0.8424499229583976,0.6360434,20
