epoch,nmi,ari,acc,sil,iteration
19,0.8527687244367885,0.8274022593823661,0.8640986132511557,0.63748395,1
39,0.8352593992811921,0.7960039580128107,0.8508474576271187,0.61716014,1
59,0.8423810102402521,0.8048110531519149,0.8579352850539291,0.6312178,1
79,0.8399753112494607,0.8059812376102281,0.826964560862866,0.6320007,1
99,0.8448461965022687,0.8101721841357288,0.8560862865947612,0.6364146,1
19,0.8427960843653317,0.818054629559662,0.8580893682588597,0.63636017,2
39,0.8207744924302641,0.7207424368951912,0.8175654853620955,0.66120595,2
59,0.8210311119208492,0.737398472927687,0.8003081664098614,0.66195023,2
79,0.8454540646047557,0.8163976673376163,0.8567026194144838,0.645574,2
99,0.8524693134574297,0.8336571787198498,0.8389830508474576,0.61522424,2
19,0.8479105443354582,0.826887796967436,0.837442218798151,0.6319653,3
39,0.8258450193903267,0.7236238120440037,0.8217257318952235,0.658327,3
59,0.8326953134989158,0.7421786987298687,0.8345146379044684,0.6662988,3
79,0.8451436374173298,0.8113855902473804,0.8605546995377504,0.63812673,3
99,0.83327713825755,0.8144124616365922,0.7785824345146379,0.5915559,3
19,0.8538510912733864,0.8366983854749888,0.838828967642527,0.6142819,4
39,0.845831860275487,0.8183119149365982,0.8667180277349769,0.64164937,4
59,0.8425041363288406,0.810652971448728,0.8588597842835131,0.65079576,4
79,0.8316968168941876,0.7930389072133616,0.8311248073959938,0.62296057,4
99,0.8447010783753985,0.813289631466418,0.8590138674884438,0.6477931,4
19,0.8344511409979636,0.7780731664181775,0.824653312788906,0.6452296,5
39,0.8266677867386588,0.7423204516954307,0.8077041602465331,0.66283613,5
59,0.8316804811320868,0.7584318253177665,0.8164869029275809,0.6701642,5
79,0.8492371318492393,0.8316432701934369,0.8120184899845917,0.6208633,5
99,0.8518460793632542,0.8316528617559852,0.8345146379044684,0.62342364,5
19,0.8507148817900102,0.8288104664664305,0.8693374422187982,0.63834715,6
39,0.8288046942910119,0.8023082672524624,0.8223420647149461,0.6348457,6
59,0.837502440739601,0.8065792223225622,0.8283513097072419,0.63985294,6
79,0.8327862152848622,0.7558333030805326,0.8308166409861325,0.65996,6
99,0.8385881737438194,0.8106608365326583,0.8198767334360555,0.62014204,6
19,0.8494294342894391,0.8263682650682092,0.8645608628659476,0.6389528,7
39,0.8460523392860707,0.8100237225830236,0.8684129429892141,0.63534766,7
59,0.8218570762210848,0.7327746913527835,0.77673343605547,0.6393874,7
79,0.8336843445679569,0.7531331761710752,0.8357473035439137,0.6721423,7
99,0.857448371009086,0.8345688799507738,0.8446841294298921,0.6196039,7
19,0.8488904760464672,0.8193701550313849,0.863020030816641,0.6348136,8
39,0.833142391874115,0.7972397399457579,0.8277349768875193,0.6226577,8
59,0.8223300176832539,0.7754015518482743,0.8154083204930662,0.66300786,8
79,0.8309582166306227,0.8025361564093954,0.8191063174114022,0.63614327,8
99,0.8424130914735783,0.8118501377458666,0.8513097072419107,0.6407297,8
19,0.8542992652658291,0.8372617433353248,0.836055469953775,0.60641295,9
39,0.819339072033847,0.7713441960642505,0.8135593220338984,0.6403892,9
59,0.8297406624053378,0.7943113944610684,0.8174114021571649,0.6459591,9
79,0.8394682283526906,0.8057121766915415,0.8514637904468413,0.64588547,9
99,0.842398197329298,0.811100832629427,0.8499229583975346,0.6461278,9
19,0.846285088707077,0.7916031418123206,0.8600924499229584,0.6654031,10
39,0.8192773204219236,0.7139072163314585,0.7827426810477658,0.66395897,10
59,0.8212429304822627,0.7182880787064304,0.7865947611710323,0.66293985,10
79,0.8203502320152272,0.7901626515726683,0.8040061633281972,0.60257304,10
99,0.8503070178234486,0.8289038713121821,0.8391371340523883,0.60572094,10
19,0.838943720032962,0.8185322770412838,0.8272727272727273,0.63634557,11
39,0.815331017177374,0.7176596944639392,0.7716486902927581,0.6401375,11
59,0.8370355745278378,0.8010553399691728,0.8496147919876733,0.6364282,11
79,0.815099448211306,0.7809232360695827,0.7936825885978428,0.6087225,11
99,0.8288444116237734,0.7445967805950442,0.8317411402157164,0.6713431,11
19,0.8504831434658822,0.8238512224679669,0.8633281972265023,0.64230204,12
39,0.8350231959592765,0.8057446761784823,0.8354391371340524,0.62444764,12
59,0.8422099632387795,0.8102729066889517,0.8394453004622496,0.6256067,12
79,0.8494118547146841,0.8181840792325266,0.8656394453004622,0.6363215,12
99,0.8454574833685485,0.8093775278613001,0.847457627118644,0.62685436,12
19,0.8496275585815405,0.8279572661043009,0.8616332819722651,0.63540417,13
39,0.8295000076271564,0.7985616330243916,0.8218798151001541,0.6201339,13
59,0.8434000066469102,0.8053943325459839,0.8670261941448382,0.640726,13
79,0.8364116745737459,0.8005884396041354,0.8499229583975346,0.6411102,13
99,0.8302125939674987,0.7988860020344896,0.8412942989214176,0.63460296,13
19,0.850815843757145,0.8257479358123808,0.8613251155624037,0.6413187,14
39,0.8379185900885672,0.793974724452892,0.8593220338983051,0.61525506,14
59,0.8118736574821763,0.7708071094156317,0.7654853620955316,0.6300608,14
79,0.8358428457399034,0.8040770349901447,0.849768875192604,0.63177687,14
99,0.8246094032908204,0.7867804293102466,0.813713405238829,0.659839,14
19,0.8519326309370114,0.830992468593385,0.8422187981510015,0.6296537,15
39,0.8231171125086485,0.727480643651496,0.7989214175654854,0.6560277,15
59,0.850847816902537,0.8319229009995368,0.8149460708782743,0.6240687,15
79,0.8301245070253935,0.7416229976067625,0.8069337442218798,0.66841024,15
99,0.8344286178711784,0.7538954006444292,0.8395993836671802,0.66477,15
19,0.8506929498222479,0.8258481955793152,0.863020030816641,0.6451229,16
39,0.836057276507539,0.7983909576170406,0.8300462249614792,0.6351409,16
59,0.8270956121790943,0.735687027886495,0.8252696456086287,0.67095125,16
79,0.8301467338189282,0.7436910171924879,0.8318952234206471,0.6766913,16
99,0.8421607496076084,0.8084195467368542,0.8494607087827427,0.6529505,16
19,0.8510623971959876,0.8313587690036287,0.8677966101694915,0.64135224,17
39,0.824634688613506,0.7409616246998519,0.8308166409861325,0.65712595,17
59,0.8423963056776981,0.8057530683954951,0.862095531587057,0.6376715,17
79,0.8190863662896629,0.7749893941879383,0.8080123266563944,0.6637149,17
99,0.8390255516376594,0.8094492599837508,0.850693374422188,0.64046514,17
19,0.8443160853989835,0.8195169452485733,0.8395993836671802,0.6269607,18
39,0.8257204400776549,0.7236350820019347,0.7984591679506934,0.6482834,18
59,0.8396270078746858,0.8047202537740181,0.8681047765793528,0.6367388,18
79,0.8434119957775462,0.814297659714753,0.8587057010785825,0.6442381,18
99,0.8447871975949766,0.81274402795152,0.860708782742681,0.64549816,18
19,0.848354746144099,0.821727554197194,0.8648690292758089,0.64466894,19
39,0.8452932990035785,0.8106501398538092,0.8627118644067797,0.64982665,19
59,0.830957071691383,0.7569271602651844,0.8403697996918336,0.66660833,19
79,0.8434780237334943,0.8146285163256846,0.8553158705701078,0.6486605,19
99,0.8478500648965503,0.8217393191813481,0.8580893682588597,0.6435702,19
19,0.8325682489489468,0.7833352130351238,0.8077041602465331,0.62983996,20
39,0.8244688611915183,0.7335208712387669,0.798613251155624,0.66685855,20
59,0.8430276564114599,0.804517295150246,0.8459167950693375,0.6362994,20
79,0.8285051907308999,0.7848384341349944,0.8110939907550077,0.6789649,20
99,0.8535844617025278,0.8165563059134147,0.8841294298921417,0.63424015,20
