epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.567190092427828,0.39542763323254143,0.5283992963940195,0.33256325,20
39,0.6606921075185694,0.5005341305909192,0.640773966578716,0.41611576,20
59,0.7069497146790212,0.5670250150208547,0.7142480211081796,0.45605174,20
79,0.7294699377114113,0.6029624292250586,0.745655233069481,0.47470054,20
99,0.7401364264370318,0.6139426412233575,0.7530343007915568,0.47869197,20
