epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.7077498177592175,0.6393835285464797,0.7226789275426544,0.4384079,20
39,0.7357930596714245,0.6981755122020683,0.7827719920230445,0.51972,20
59,0.724390478253365,0.665321820848317,0.7502880567250165,0.5092708,20
79,0.7152268999016087,0.6399411508265823,0.7223687126080212,0.48483306,20
99,0.719916857126988,0.651620252219415,0.7361400398847774,0.4727075,20
