epoch,avg_nmi,avg_ari,avg_acc,avg_sil,count
19,0.7880682960708191,0.7443454835922532,0.8187705890362007,0.527823281,10
39,0.7502984064498316,0.7086636356156781,0.8045882258250503,0.5632597300000001,10
59,0.7672421004755667,0.7261407948688834,0.8129879078904432,0.5694417860000001,10
79,0.7729747932361374,0.7279625865320318,0.8152617413594176,0.5722388690000001,10
99,0.7883611092464837,0.7462031723251813,0.8243421927380705,0.574772088,10
