epoch,avg_nmi,avg_ari,avg_acc,avg_sil,iterations
19,0.8210115346630305,0.786265504983014,0.7903852080123268,0.6513393,20
39,0.8366451215223197,0.8146553696864947,0.8283050847457627,0.6669466,20
59,0.8419840950480013,0.8218572663479531,0.8359476117103236,0.65705013,20
79,0.8454959810018245,0.8290267280117425,0.8414175654853621,0.658069,20
99,0.8487656823588136,0.8329786753414083,0.8421956856702619,0.64541423,20
